,,,,,,,,,,,,,
,Daniels Manufacturing,Livestock handling equipment,Squeeze chutes / portable alleys,Silver,https://www.danielsmfg.com/,Sales Team,daniels@danielsmfg.com,800-736-0776,teri@danielsmfg.com sent her some shit kinda a bitch she'll 'look at it',https://www.danielsmfg.com/,Not Contacted,Send Email,"U.S. cattle-equipment manufacturer with nationwide/international dealer sales. Direct contact only; confirm dealer program, MAP and customer-direct delivery."
,Linn Post & Pipe,Livestock equipment & continuous fencing,Portable corrals / continuous fence systems,Gold,https://linnpost.com/,Vendor Development,,800-526-0993,cool guy but owner is out on vacation we applies tho. Follow up to see if he got the application,https://linnpost.com/new-vendor-form/,Not Contacted,Find Contact,"New Vendor sign-up plus broad livestock/fencing catalog, including products and systems above $1,000. Confirm online resale and freight terms."
,MJE Livestock Equipment,Modular livestock handling & fencing,CattleLine systems / portable corrals,Gold,https://mjelivestockequipment.com/,Dealer Development,,620-846-6767,Waiting for an email back he's gonna giev us next steps,https://mjelivestockequipment.com/mje-livestock-equipment-dealer/become-a-dealer/,Not Contacted,Find Contact,"Multi-step authorized-dealer program with territory review and onboarding. Strong high-ticket fit; confirm online-only, lead routing and freight."
,Nelson Irrigation,Agricultural sprinklers & irrigation controls,Big Gun systems / irrigation packages,Silver,https://nelsonirrigation.com/,Territory Sales,info@nelsonirrigation.com,509-525-7660,no answer,https://nelsonirrigation.com/contact/,Not Contacted,Send Email,Established agricultural dealer network and scalable pasture/field irrigation systems. Individual components may be low-ticket; target complete-system projects and dealer access.
,Hunter Agricultural Irrigation (Senninger),Agricultural irrigation systems,Senninger sprinkler / regulator systems,Silver,https://agriculture.hunterirrigation.com/,Distributor Support,,407-877-5655,No answer,https://agriculture.hunterirrigation.com/Contact-Us,Not Contacted,Find Contact,Supports a global authorized-distributor network. Target complete farm systems rather than single components; ask about U.S. distributor onboarding and online sales.
,Micro Rain,Traveling irrigation reels,MR43 / MR50 travelers,Silver,https://www.microrain.net/,Sales Team,scott@knutsonirrigation.com,800-373-9325,got an email,https://www.microrain.net/contact-us,Not Contacted,Find Contact,"Portable irrigation reels commonly sell from roughly $5,000 to $12,000 and fit small acreage. Dealer login exists; request dealer onboarding, MAP and direct shipping."
,Bekaert Fencing,Agricultural woven-wire & high-tensile fencing,Fixed-knot / field-fence systems,Gold,https://fencing.bekaert.com/en,Fence Pros / Dealer Team,,800-241-4126,No answer,https://fencing.bekaert.com/en/contact-us,Not Contacted,Find Contact,"Official contact form includes Become a Dealer inquiry. Full-project AOV is high although rolls may be sub-$1,000; confirm dealer minimums and freight."
,Timeless Fence System,Electric fencing posts & systems,Authorized reseller fence systems,Gold,https://timelessfencesystem.com/,Regional Account Team,info@plastic-innovation.com,800-788-4709,not the play ned upfront order,https://timelessfencesystem.com/authorized-reseller-ar-information/,Not Contacted,Send Email,"Purpose-built authorized reseller program for farmers, ranchers and homesteaders. Strong niche match; confirm online selling rules, territory and system-level margins."
,Pasture Management,"Agricultural fencing, gates & livestock equipment",Complete farm-fence packages,Gold,https://pasturemgmt.com/,Dealer Development,,,,https://pasturemgmt.com/about/become-a-dealer,Not Contacted,Find Contact,"Public dealer application and one-stop assortment across wire, posts, electric fencing, gates and livestock equipment. Confirm online-only and freight eligibility."
,Gripple,Agricultural fencing connectors & tensioning systems,Fence tensioning / bracing systems,Gold,https://www.gripple.com/us/,Distributor Support,contactinc@gripple.com,630-406-0600,took my info and is gonna reach out,https://www.gripple.com/us/support/become-a-gripple-stockist/,Not Contacted,Send Email,"Formal U.S. distributor/stockist application and agricultural partner support. Project AOV can be high; confirm online distribution, minimums and MAP."
,Powerfields,Electric fencing & farm-ranch supplies,Safe-Fence / energizer systems,Gold,https://powerfields.com/,Dealer Sales,info@powerfields.com,800-843-3702,gonna get back to us ASAP,https://powerfields.com/become-a-dealer,Not Contacted,Send Email,"Official Become a Dealer route and broad electric-fence system catalog. Confirm project-level margins, online resale, MAP and fulfillment."
,Centaur HTP Fencing,Horse & livestock fencing systems,HTP rail / coated-wire systems,Gold,https://centaurhorsefence.com/,Dealer Development,info@centaurhtp.com,800-348-7787,Application done,https://centaurhorsefence.com/become-a-dealer/,Not Contacted,Send Email,"Official dealer program and direct availability for premium full-fence projects. Strong system AOV; confirm online territory, freight and installation expectations."
,Powerflex Fence,"Electric fencing, grazing & water infrastructure",Complete electric-fence / water systems,Gold,https://powerflexfence.com/,Dealer Program,dealers@powerflexfence.com,888-251-3934,voicemail,https://powerflexfence.com/pages/become-a-partner,Not Contacted,Send Email,"Active dealer/partner program for fencing and grazing systems, with stated dealer email. Strong homestead fit; confirm online rights, margins, MAP and fulfillment."
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,completed actions working with them,,,,
,,,,,,,,,more action needed,,,,
,,,,,,,,,dont call or didnt work,,,,
